time,latitude,longitude
2022-12-07 13:34:00.0460,49.27820325306288,-122.90907594529212
2022-12-07 13:34:01.0630,49.27818752643312,-122.90907663854411
2022-12-07 13:34:02.0570,49.27817023491724,-122.90907704666829
2022-12-07 13:34:03.0510,49.278157606924125,-122.9090847387157
2022-12-07 13:34:04.0590,49.27814972203339,-122.9091025193759
2022-12-07 13:34:05.0680,49.27814330881893,-122.90910774554311
2022-12-07 13:34:06.0530,49.27812745515132,-122.90911787730731
2022-12-07 13:34:07.0610,49.27811026348102,-122.9091208210654
2022-12-07 13:34:08.0590,49.27809632574858,-122.90912022368202
2022-12-07 13:34:09.0610,49.27808253042545,-122.90912752517919
2022-12-07 13:34:10.0580,49.27806914502874,-122.90913420286796
2022-12-07 13:34:11.0730,49.27805358454589,-122.90913485647177
2022-12-07 13:34:12.0590,49.27804126080948,-122.90914458987233
2022-12-07 13:34:13.0630,49.27802754877065,-122.90913876046977
2022-12-07 13:34:14.0660,49.278013213109766,-122.90914278485988
2022-12-07 13:34:15.0630,49.277999240407695,-122.90914119271123
2022-12-07 13:34:16.0650,49.27798123864415,-122.90914334909688
2022-12-07 13:34:17.0680,49.277963579692674,-122.90914852742031
2022-12-07 13:34:18.0640,49.27795545485903,-122.9091520473772
2022-12-07 13:34:19.0680,49.27794260238095,-122.90917079057843
2022-12-07 13:34:20.0670,49.27793060763132,-122.90918066944992
2022-12-07 13:34:21.0650,49.27791829229463,-122.90918364287411
2022-12-07 13:34:22.0660,49.27790213800598,-122.90918473944552
2022-12-07 13:34:23.0640,49.27788759406932,-122.90918845137553
2022-12-07 13:34:24.0650,49.27787975050747,-122.90920482134575
2022-12-07 13:34:25.0660,49.27788768452811,-122.90922345967154
2022-12-07 13:34:26.0730,49.27788777961518,-122.9092393201054
2022-12-07 13:34:27.0690,49.27789360580188,-122.90925314362798
2022-12-07 13:34:28.0670,49.27790174981167,-122.90927038623185
2022-12-07 13:34:29.0650,49.27790509397685,-122.90928485013502
2022-12-07 13:34:30.0630,49.27791308044584,-122.90929961244183
2022-12-07 13:34:31.0610,49.277916083310885,-122.90931560613014
2022-12-07 13:34:32.0620,49.27792170551905,-122.90933493625808
2022-12-07 13:34:33.0650,49.27792283228502,-122.90935255072846
2022-12-07 13:34:34.0600,49.27792660277852,-122.90936783238944
2022-12-07 13:34:35.0660,49.27791831945945,-122.90939083126307
2022-12-07 13:34:36.0650,49.277919172975324,-122.9094094668828
2022-12-07 13:34:37.0620,49.277919315367505,-122.90942743950517
2022-12-07 13:34:38.0680,49.27792388442279,-122.90944552294575
2022-12-07 13:34:39.0650,49.27792542545429,-122.9094620603016
2022-12-07 13:34:40.0630,49.27792750444394,-122.90948551634317
2022-12-07 13:34:41.0540,49.277931123932056,-122.90950682571753
2022-12-07 13:34:42.0570,49.27793308848134,-122.90953047310798
2022-12-07 13:34:43.0940,49.27792372655104,-122.9095583552784
2022-12-07 13:34:44.0650,49.277923822608074,-122.90957970153057
2022-12-07 13:34:45.0620,49.277920949196506,-122.90960432593707
2022-12-07 13:34:46.0640,49.27791642844421,-122.9096225401213
2022-12-07 13:34:47.0620,49.277917945847115,-122.9096441343609
2022-12-07 13:34:48.0660,49.27791081792882,-122.90966817030267
2022-12-07 13:34:49.0510,49.277913740567925,-122.90969181711914
2022-12-07 13:34:50.0680,49.27790265128498,-122.90971899566567
2022-12-07 13:34:51.0670,49.27790585375724,-122.90973964083653
2022-12-07 13:34:52.0620,49.277907799010144,-122.90976169315236
2022-12-07 13:34:53.0610,49.277899696156574,-122.90978385560857
2022-12-07 13:34:54.0600,49.277904109409135,-122.90980682175848
2022-12-07 13:34:55.0670,49.277898611533715,-122.9098303044187
2022-12-07 13:34:56.0640,49.27789881978027,-122.90985035225641
2022-12-07 13:34:57.0740,49.27790974622874,-122.9098689218394
2022-12-07 13:34:58.0640,49.2779123763165,-122.90988884808188
2022-12-07 13:34:59.0620,49.27791105237024,-122.90991270564369
2022-12-07 13:35:00.0640,49.27791585732892,-122.90994228287282
2022-12-07 13:35:01.0590,49.27790368861516,-122.90996568106716
2022-12-07 13:35:02.0620,49.2778932652658,-122.90997816865276
2022-12-07 13:35:03.0540,49.27788511572419,-122.90999467837689
2022-12-07 13:35:04.0560,49.27788946910291,-122.91000980066042
2022-12-07 13:35:05.0520,49.277889161013185,-122.91002317111395
2022-12-07 13:35:06.0580,49.2778830370343,-122.91003312375183
2022-12-07 13:35:07.0420,49.277874597925624,-122.91004150872064
2022-12-07 13:35:08.0410,49.27787146044686,-122.91004967931008
2022-12-07 13:35:09.0450,49.27786673904522,-122.91006143687537
2022-12-07 13:35:10.0440,49.27786316860516,-122.91006994274072
2022-12-07 13:35:11.0450,49.27785797042411,-122.91008032885587
2022-12-07 13:35:12.0350,49.27785576396259,-122.91008717044556
2022-12-07 13:35:13.0400,49.27785408431925,-122.91009370543459
2022-12-07 13:35:14.0450,49.27785027530796,-122.91010232276547
2022-12-07 13:35:15.0390,49.27784665715685,-122.91010510207529
2022-12-07 13:35:16.0480,49.277861457163894,-122.91008451030918
2022-12-07 13:35:17.0480,49.27789685502047,-122.91008458996238
2022-12-07 13:35:18.0500,49.27789476356064,-122.91005940246919
2022-12-07 13:35:19.0470,49.27792713577419,-122.91016111041156
2022-12-07 13:35:20.0470,49.278048184080205,-122.91003983874053
2022-12-07 13:35:21.0520,49.278014624551936,-122.91010598293765
2022-12-07 13:35:22.0560,49.27813308045197,-122.91000276145006
2022-12-07 13:35:23.0570,49.278257505100264,-122.90996293418155
2022-12-07 13:35:24.0530,49.27831811581527,-122.90989604602419
2022-12-07 13:35:25.0580,49.27828534620656,-122.90988354473964
2022-12-07 13:35:26.0560,49.27829802654769,-122.9098601521682
2022-12-07 13:35:27.0570,49.278303210972894,-122.90983938193853
2022-12-07 13:35:28.0610,49.278315926210574,-122.90982988635334
2022-12-07 13:35:29.0580,49.27831345204446,-122.90981805942944
2022-12-07 13:35:30.0610,49.278315863329325,-122.90980646670027
2022-12-07 13:35:31.0590,49.27830737195943,-122.9098027820328
2022-12-07 13:35:32.0620,49.278321342910836,-122.90979607395319
2022-12-07 13:35:33.0740,49.278325961890516,-122.90980989492316
2022-12-07 13:35:34.0600,49.27834780497418,-122.90981375909682
2022-12-07 13:35:35.0640,49.278360483289596,-122.90981177380019
