time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-12-06 15:20:57.2420,0.765,-0.8,0.221,-1.09,0.21,0.17,0.38,-0.64,-0.82
2022-12-06 15:20:57.2520,0.761,-0.811,0.218,-1.02,0.79,-0.14,0.38,-0.74,-0.78
2022-12-06 15:20:57.2630,0.763,-0.786,0.223,-0.94,0.91,-0.11,0.4,-0.74,-0.74
2022-12-06 15:20:57.2720,0.715,-0.773,0.235,-0.85,0.7,-0.19,0.42,-0.72,-0.73
2022-12-06 15:20:57.2820,0.657,-0.772,0.282,-0.26,0.67,-0.38,0.39,-0.66,-0.76
2022-12-06 15:20:57.2920,0.642,-0.744,0.295,0.33,0.7,-0.85,0.37,-0.62,-0.78
2022-12-06 15:20:57.3020,0.666,-0.72,0.293,0.49,0.46,-0.95,0.39,-0.67,-0.77
2022-12-06 15:20:57.3120,0.698,-0.744,0.33,0.3,0.32,-0.97,0.39,-0.67,-0.77
2022-12-06 15:20:57.3220,0.748,-0.801,0.36,0.03,0.68,-1.4,0.36,-0.94,-0.6
2022-12-06 15:20:57.3320,0.802,-0.816,0.342,-0.44,1.28,-1.68,0.33,-0.98,-0.55
2022-12-06 15:20:57.3420,0.797,-0.781,0.317,-0.85,1.4,-1.51,0.33,-0.98,-0.55
2022-12-06 15:20:57.3520,0.766,-0.769,0.301,-0.7,1.06,-1.33,0.44,-0.82,-0.48
2022-12-06 15:20:57.3620,0.711,-0.82,0.292,-0.32,1.09,-1.2,0.5,-0.61,-0.43
2022-12-06 15:20:57.3720,0.683,-0.887,0.264,0.27,1.67,-1.13,0.51,-0.43,-0.41
2022-12-06 15:20:57.3820,0.735,-0.919,0.204,0.48,2.34,-0.8,0.43,-0.1,-0.29
2022-12-06 15:20:57.3920,0.747,-1.008,0.088,-0.05,2.67,-0.13,0.34,0.06,0.07
2022-12-06 15:20:57.4020,0.622,-1.112,0.062,-0.02,3.65,1.01,0.2,-0.02,0.46
2022-12-06 15:20:57.4120,0.507,-1.137,0.067,1.28,4.55,1.15,0.04,-0.22,0.9
2022-12-06 15:20:57.4220,0.445,-1.068,0.131,2.23,4.6,1.07,-0.17,-0.27,1.24
2022-12-06 15:20:57.4320,0.381,-1.03,0.12,2.79,3.81,0.39,-0.31,-0.22,1.59
2022-12-06 15:20:57.4420,0.359,-1.006,0.121,3.24,3.36,0.57,-0.44,-0.2,1.89
2022-12-06 15:20:57.4520,0.352,-0.998,0.181,3.32,3.0,0.39,-0.61,-0.1,2.14
2022-12-06 15:20:57.4620,0.38,-0.962,0.212,3.2,2.77,-0.24,-0.71,0.11,2.24
2022-12-06 15:20:57.4720,0.387,-0.84,0.219,2.76,2.17,-0.54,-0.69,0.28,2.22
2022-12-06 15:20:57.4820,0.381,-0.685,0.214,2.56,0.73,-0.62,-0.54,0.45,2.13
2022-12-06 15:20:57.4920,0.394,-0.594,0.245,2.44,-0.9,-0.59,-0.4,0.68,2.02
2022-12-06 15:20:57.5020,0.41,-0.566,0.287,2.14,-1.81,-0.93,-0.27,0.97,1.88
2022-12-06 15:20:57.5120,0.435,-0.562,0.282,1.83,-2.16,-1.27,-0.15,1.18,1.7
2022-12-06 15:20:57.5220,0.494,-0.573,0.255,1.4,-2.28,-1.11,-0.09,1.28,1.49
2022-12-06 15:20:57.5320,0.587,-0.591,0.228,0.64,-2.24,-0.78,-0.09,1.22,1.29
2022-12-06 15:20:57.5420,0.7,-0.615,0.193,-0.42,-2.14,-0.45,-0.11,1.01,1.15
2022-12-06 15:20:57.5520,0.817,-0.622,0.185,-1.65,-1.96,-0.05,-0.5,1.78,0.97
2022-12-06 15:20:57.5620,0.843,-0.554,0.422,-2.91,-2.05,-0.28,-0.08,0.44,0.94
2022-12-06 15:20:57.5720,0.851,-0.65,0.026,-3.02,-2.49,-1.49,-0.11,0.77,0.81
2022-12-06 15:20:57.5820,0.819,-0.606,0.113,-3.28,-2.01,1.03,0.16,0.1,0.88
2022-12-06 15:20:57.5920,0.814,-0.687,0.029,-3.02,-2.06,1.31,0.17,-0.38,0.91
2022-12-06 15:20:57.6020,0.663,-0.689,0.318,-2.95,-1.57,1.2,0.2,-0.51,0.94
2022-12-06 15:20:57.6120,0.665,-0.842,0.124,-1.5,-1.39,-1.12,0.2,-0.51,0.94
2022-12-06 15:20:57.6220,0.714,-0.889,0.246,-1.74,0.06,0.63,0.29,-1.05,0.93
2022-12-06 15:20:57.6320,0.748,-0.84,0.173,-2.34,0.31,-0.62,0.3,-1.16,0.92
2022-12-06 15:20:57.6420,0.588,-0.803,0.178,-2.54,-0.22,0.27,0.2,-1.43,0.83
2022-12-06 15:20:57.6520,0.461,-0.747,0.37,-0.84,-0.64,-0.27,0.13,-1.38,0.8
2022-12-06 15:20:57.6620,0.498,-0.74,0.344,0.1,-1.17,-1.97,0.15,-1.36,0.83
2022-12-06 15:20:57.6720,0.507,-0.689,0.315,-0.36,-1.3,-1.68,0.24,-1.27,0.84
2022-12-06 15:20:57.6820,0.425,-0.676,0.257,-0.38,-1.84,-1.41,0.34,-1.29,0.77
2022-12-06 15:20:57.6920,0.383,-0.759,0.198,0.42,-1.9,-0.85,0.33,-0.95,0.65
2022-12-06 15:20:57.7020,0.503,-0.836,0.169,0.6,-1.03,-0.34,0.33,-0.88,0.52
2022-12-06 15:20:57.7120,0.557,-0.856,0.164,-0.63,-0.36,-0.02,0.25,-0.81,0.43
2022-12-06 15:20:57.7220,0.524,-0.802,0.236,-1.09,-0.27,-0.16,0.19,-0.85,0.39
2022-12-06 15:20:57.7320,0.415,-0.723,0.216,-0.65,-0.88,-0.8,0.19,-0.85,0.35
2022-12-06 15:20:57.7420,0.398,-0.683,0.263,0.38,-1.64,-0.61,0.19,-0.85,0.35
2022-12-06 15:20:57.7520,0.41,-0.709,0.319,0.4,-1.99,-1.19,0.17,-0.92,0.36
2022-12-06 15:20:57.7620,0.388,-0.788,0.32,0.33,-1.64,-1.7,0.19,-0.88,0.35
2022-12-06 15:20:57.7720,0.397,-0.862,0.275,0.52,-0.87,-1.65,0.27,-0.83,0.37
2022-12-06 15:20:57.7820,0.413,-0.921,0.246,0.37,-0.17,-1.23,0.38,-0.76,0.41
2022-12-06 15:20:57.7920,0.428,-0.968,0.207,0.19,0.39,-0.95,0.47,-0.67,0.45
2022-12-06 15:20:57.8020,0.413,-0.953,0.176,0.03,0.79,-0.54,0.55,-0.54,0.49
2022-12-06 15:20:57.8120,0.367,-0.932,0.145,0.2,0.55,-0.23,0.64,-0.34,0.53
2022-12-06 15:20:57.8230,0.352,-0.994,0.119,0.6,0.42,0.13,0.71,-0.14,0.52
2022-12-06 15:20:57.8330,0.335,-1.141,0.178,0.65,1.1,0.39,0.71,0.02,0.38
2022-12-06 15:20:57.8420,0.375,-1.244,0.331,0.83,2.66,-0.25,0.71,0.02,0.38
2022-12-06 15:20:57.8520,0.477,-1.207,0.422,0.24,3.38,-1.74,0.46,0.08,0.53
2022-12-06 15:20:57.8620,0.516,-1.145,0.406,-0.78,3.05,-2.45,0.41,-0.08,0.63
2022-12-06 15:20:57.8720,0.486,-1.119,0.345,-1.09,2.25,-2.14,0.4,-0.15,0.72
2022-12-06 15:20:57.8820,0.458,-1.126,0.267,-0.85,2.33,-1.54,0.5,-0.29,0.68
2022-12-06 15:20:57.8920,0.429,-0.969,0.222,-0.59,1.91,-0.64,0.54,-0.24,0.72
2022-12-06 15:20:57.9020,0.53,-1.085,0.325,-0.51,0.7,-0.41,0.54,-0.24,0.72
2022-12-06 15:20:57.9120,0.546,-1.047,0.329,-1.59,1.87,-1.39,0.43,-0.29,0.9
2022-12-06 15:20:57.9220,0.473,-0.89,0.277,-1.65,1.12,-1.2,0.34,-0.27,0.82
2022-12-06 15:20:57.9320,0.428,-0.923,0.298,-1.01,-0.25,-0.83,0.38,-0.31,0.72
2022-12-06 15:20:57.9420,0.39,-0.874,0.142,-0.63,0.17,-0.86,0.48,-0.23,0.73
2022-12-06 15:20:57.9520,0.523,-0.908,0.213,-0.47,-0.5,0.73,0.32,-0.3,0.85
2022-12-06 15:20:57.9620,0.453,-0.895,0.288,-1.85,0.05,-0.33,0.26,-0.53,0.71
2022-12-06 15:20:57.9720,0.302,-0.733,0.224,-0.85,-0.43,-0.7,0.23,-0.76,0.63
2022-12-06 15:20:57.9820,0.315,-0.687,0.201,0.34,-1.94,-0.16,0.31,-1.19,0.72
2022-12-06 15:20:57.9930,0.306,-0.594,0.222,0.18,-2.41,0.04,0.32,-1.51,0.94
2022-12-06 15:20:58.0030,0.273,-0.633,0.266,0.17,-3.27,-0.27,0.26,-1.72,1.15
2022-12-06 15:20:58.0120,0.155,-0.63,0.274,0.56,-2.81,-0.69,0.2,-1.83,1.27
2022-12-06 15:20:58.0230,0.052,-0.538,0.265,1.65,-3.08,-0.78,0.16,-1.85,1.25
2022-12-06 15:20:58.0330,-0.043,-0.477,0.17,2.58,-3.95,-0.7,0.3,-1.73,1.11
2022-12-06 15:20:58.0430,-0.125,-0.373,0.039,3.4,-4.66,0.39,0.43,-1.53,0.89
2022-12-06 15:20:58.0520,-0.196,-0.433,0.115,4.21,-5.57,1.46,0.49,-1.27,0.8
2022-12-06 15:20:58.0630,-0.102,-0.501,0.154,4.66,-4.86,0.62,0.6,-1.12,0.86
2022-12-06 15:20:58.0730,-0.058,-0.543,0.196,3.63,-4.28,0.34,0.64,-1.09,0.93
2022-12-06 15:20:58.0820,-0.058,-0.6,0.235,3.23,-3.86,-0.08,0.6,-1.02,0.98
2022-12-06 15:20:58.0920,-0.083,-0.665,0.209,3.16,-3.3,-0.39,0.51,-0.92,1.63
2022-12-06 15:20:58.1020,-0.245,-0.76,0.36,3.4,-2.69,-0.03,-0.08,-1.34,2.13
2022-12-06 15:20:58.1120,-0.194,-0.711,0.356,4.81,-1.79,-2.02,0.02,-1.22,2.11
2022-12-06 15:20:58.1230,-0.162,-0.555,-0.042,3.86,-2.69,-1.02,0.18,-1.11,1.84
2022-12-06 15:20:58.1330,-0.13,-0.533,-0.113,3.61,-4.03,2.49,0.3,-0.99,1.56
2022-12-06 15:20:58.1430,0.104,-0.39,0.015,2.89,-4.31,2.97,0.31,-0.89,1.4
2022-12-06 15:20:58.1520,0.205,-0.284,0.108,0.46,-5.86,1.55,0.3,-0.99,1.4
2022-12-06 15:20:58.1620,0.084,-0.327,0.11,-0.35,-6.71,0.85,0.28,-1.19,1.44
2022-12-06 15:20:58.1730,-0.027,-0.453,0.145,0.86,-6.19,0.81,0.24,-1.32,1.49
2022-12-06 15:20:58.1820,-0.091,-0.649,0.156,1.73,-4.86,0.48,0.18,-1.36,1.49
2022-12-06 15:20:58.1920,-0.169,-0.846,0.146,2.25,-2.92,0.39,0.07,-1.35,1.46
2022-12-06 15:20:58.2020,-0.218,-0.995,0.133,2.9,-1.04,0.5,-0.07,-1.45,1.47
2022-12-06 15:20:58.2120,-0.208,-1.022,0.147,3.2,0.3,0.58,-0.21,-1.68,1.55
2022-12-06 15:20:58.2230,-0.162,-0.95,0.147,2.92,0.38,0.39,-0.32,-1.91,1.63
2022-12-06 15:20:58.2330,-0.108,-0.893,0.105,2.32,-0.39,0.4,-0.38,-1.97,1.67
2022-12-06 15:20:58.2430,-0.079,-0.908,0.061,1.69,-0.9,0.78,-0.43,-1.87,1.65
2022-12-06 15:20:58.2530,-0.089,-1.019,0.039,1.32,-0.66,1.14,-0.51,-1.7,1.58
2022-12-06 15:20:58.2630,-0.132,-1.182,0.027,1.34,0.53,1.27,-0.65,-1.64,1.5
2022-12-06 15:20:58.2730,-0.161,-1.268,-0.0,1.66,2.08,1.32,-0.78,-1.72,1.42
2022-12-06 15:20:58.2830,-0.134,-1.253,-0.054,1.79,2.76,1.55,-0.87,-1.92,1.34
2022-12-06 15:20:58.2930,-0.046,-1.175,-0.108,1.34,2.51,1.99,-0.88,-2.24,1.27
2022-12-06 15:20:58.3030,0.067,-1.098,-0.142,0.34,1.69,2.42,-0.83,-2.58,1.21
2022-12-06 15:20:58.3130,0.182,-1.063,-0.162,-0.87,0.97,2.65,-0.75,-2.81,1.18
2022-12-06 15:20:58.3230,0.244,-1.095,-0.223,-2.04,0.67,2.79,-0.61,-2.89,1.17
2022-12-06 15:20:58.3330,0.222,-1.216,-0.336,-2.63,1.11,3.42,-0.44,-2.92,1.14
2022-12-06 15:20:58.3430,0.164,-1.289,-0.408,-2.41,2.33,4.49,-0.3,-3.0,1.06
2022-12-06 15:20:58.3530,0.15,-1.232,-0.462,-1.94,2.89,5.12,-0.1,-3.1,1.0
2022-12-06 15:20:58.3630,0.144,-1.083,-0.488,-1.92,2.2,5.67,-0.1,-3.1,1.0
2022-12-06 15:20:58.3730,0.086,-0.931,-0.407,-1.88,0.67,5.83,0.15,-3.24,0.93
2022-12-06 15:20:58.3830,-0.069,-0.893,-0.283,-1.26,-0.73,4.96,-0.09,-3.02,0.93
2022-12-06 15:20:58.3930,-0.335,-1.06,-0.286,0.33,-0.87,3.84,0.29,-3.06,1.54
2022-12-06 15:20:58.4030,-0.947,-1.503,0.024,3.04,0.93,3.91,-1.52,0.32,-0.61
2022-12-06 15:20:58.4130,-1.541,-4.689,0.888,9.71,6.57,-0.25,-3.44,3.66,-6.21
2022-12-06 15:20:58.4230,0.967,-7.994,-0.136,14.86,42.78,-8.28,-0.34,2.51,-2.32
