qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.0024204254150390625,0.008347034454345703,0.00933694839477539,0.06440114974975586,0.03315305709838867,0.030443906784057617,0.010512113571166992
0.0023529529571533203,0.009453773498535156,0.007992982864379883,0.06524014472961426,0.03207588195800781,0.030483007431030273,0.01058197021484375
0.0023500919342041016,0.007899761199951172,0.008457183837890625,0.06702899932861328,0.03334999084472656,0.030321121215820312,0.01053476333618164
0.002340078353881836,0.008260011672973633,0.007745027542114258,0.06564688682556152,0.03381800651550293,0.03046703338623047,0.010528087615966797
0.002415180206298828,0.007998228073120117,0.008336305618286133,0.06323480606079102,0.032433271408081055,0.030406713485717773,0.010532855987548828
0.0022330284118652344,0.009181976318359375,0.008041143417358398,0.06266903877258301,0.03296208381652832,0.030403852462768555,0.010568857192993164
0.0024111270904541016,0.00793600082397461,0.009495735168457031,0.06433773040771484,0.03274679183959961,0.030360698699951172,0.010540008544921875
0.0023441314697265625,0.00826406478881836,0.008144140243530273,0.0643761157989502,0.03367877006530762,0.030452966690063477,0.010577917098999023
0.0023241043090820312,0.009315967559814453,0.008467912673950195,0.06358218193054199,0.03341102600097656,0.030555009841918945,0.01052999496459961
0.0023920536041259766,0.008535146713256836,0.009943008422851562,0.06424927711486816,0.03301811218261719,0.030424833297729492,0.010537385940551758
0.002256155014038086,0.008713245391845703,0.010215044021606445,0.06469011306762695,0.0324549674987793,0.03038191795349121,0.010524988174438477
0.002216815948486328,0.008292675018310547,0.008656740188598633,0.0664517879486084,0.03247404098510742,0.03031301498413086,0.010521173477172852
0.0023772716522216797,0.008847236633300781,0.008408069610595703,0.06457185745239258,0.033441781997680664,0.030610084533691406,0.010521888732910156
0.002328157424926758,0.00791621208190918,0.008685827255249023,0.06491398811340332,0.03301811218261719,0.03064894676208496,0.010661125183105469
0.0023221969604492188,0.007973194122314453,0.00818014144897461,0.06647706031799316,0.03281712532043457,0.030356884002685547,0.01058506965637207
0.0023012161254882812,0.00803995132446289,0.008181095123291016,0.0657811164855957,0.033963918685913086,0.03043985366821289,0.010531187057495117
0.002415895462036133,0.008602142333984375,0.00887918472290039,0.06654500961303711,0.03306913375854492,0.0310211181640625,0.010616779327392578
0.0024170875549316406,0.008098840713500977,0.007668018341064453,0.06551718711853027,0.03275799751281738,0.030820131301879883,0.010605096817016602
0.002480030059814453,0.008199214935302734,0.008647918701171875,0.06514215469360352,0.03406786918640137,0.03098320960998535,0.010682106018066406
0.0024149417877197266,0.008413076400756836,0.007788658142089844,0.06766104698181152,0.03269815444946289,0.030974149703979492,0.010679006576538086
0.0023870468139648438,0.008327245712280273,0.008912086486816406,0.06397199630737305,0.033300161361694336,0.030331850051879883,0.01059103012084961
0.002399921417236328,0.007854938507080078,0.008457422256469727,0.06391286849975586,0.03336811065673828,0.030363082885742188,0.010543107986450195
0.0023589134216308594,0.007930755615234375,0.008162736892700195,0.06359601020812988,0.03469514846801758,0.03039717674255371,0.010567188262939453
0.0022382736206054688,0.008142232894897461,0.007737159729003906,0.0650627613067627,0.03305411338806152,0.03061389923095703,0.010634899139404297
0.0023910999298095703,0.008346080780029297,0.008987903594970703,0.06595706939697266,0.03324484825134277,0.030844926834106445,0.010543107986450195
0.002415895462036133,0.008235931396484375,0.008371829986572266,0.06545901298522949,0.0337679386138916,0.030811786651611328,0.010586023330688477
0.0023450851440429688,0.008220195770263672,0.008580207824707031,0.06692910194396973,0.03259110450744629,0.030405044555664062,0.010575056076049805
0.002404928207397461,0.008303165435791016,0.009106874465942383,0.06254887580871582,0.03313803672790527,0.030504941940307617,0.010546207427978516
0.002402782440185547,0.00810694694519043,0.008428812026977539,0.0649869441986084,0.03234100341796875,0.030345916748046875,0.01052713394165039
0.00238800048828125,0.00839090347290039,0.008265972137451172,0.06338691711425781,0.03313589096069336,0.03050684928894043,0.010574817657470703
0.002396821975708008,0.008552789688110352,0.008033037185668945,0.06493592262268066,0.033019065856933594,0.030464887619018555,0.010566234588623047
0.002324342727661133,0.010271072387695312,0.008423805236816406,0.06481289863586426,0.033068180084228516,0.030360698699951172,0.010537862777709961
0.0023832321166992188,0.008625984191894531,0.00819706916809082,0.06436705589294434,0.03310108184814453,0.030527830123901367,0.010610818862915039
0.0022232532501220703,0.007882118225097656,0.008334159851074219,0.06511998176574707,0.03315091133117676,0.03096795082092285,0.010772943496704102
0.002440929412841797,0.009027719497680664,0.008048772811889648,0.06546902656555176,0.034197092056274414,0.03093695640563965,0.010741949081420898
0.002317190170288086,0.008053064346313477,0.008172988891601562,0.06499099731445312,0.03436899185180664,0.031103134155273438,0.010706901550292969
0.0023429393768310547,0.00837087631225586,0.007848262786865234,0.06668305397033691,0.0324559211730957,0.030366897583007812,0.01055002212524414
0.0023412704467773438,0.007849931716918945,0.008463144302368164,0.06900405883789062,0.032663822174072266,0.030277729034423828,0.010539054870605469
0.0023529529571533203,0.00863790512084961,0.008127927780151367,0.06524920463562012,0.03370499610900879,0.030330181121826172,0.010526895523071289
0.0023267269134521484,0.0076007843017578125,0.008073806762695312,0.06508708000183105,0.0332181453704834,0.030500173568725586,0.010586977005004883
0.0024466514587402344,0.008224964141845703,0.0077860355377197266,0.06347799301147461,0.03314018249511719,0.03041696548461914,0.010523080825805664
0.0023648738861083984,0.008362054824829102,0.008090019226074219,0.06433796882629395,0.033094167709350586,0.030375003814697266,0.010530948638916016
0.002368927001953125,0.008080244064331055,0.00789785385131836,0.06466889381408691,0.03235602378845215,0.0303800106048584,0.010540962219238281
0.0023899078369140625,0.009020805358886719,0.007628679275512695,0.06373214721679688,0.032904863357543945,0.03036642074584961,0.010558843612670898
0.0023920536041259766,0.008727073669433594,0.008527040481567383,0.06690311431884766,0.03402400016784668,0.030378341674804688,0.010547876358032227
0.002299070358276367,0.007761240005493164,0.008496999740600586,0.06278419494628906,0.03377890586853027,0.030894994735717773,0.010659933090209961
