qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.008757829666137695,0.015920162200927734,0.015509605407714844,0.07068991661071777,0.034249067306518555,0.030690670013427734,0.011615991592407227
0.002274751663208008,0.008552074432373047,0.008622884750366211,0.06457400321960449,0.03288125991821289,0.0305178165435791,0.010605096817016602
0.0022211074829101562,0.009299993515014648,0.007864952087402344,0.06735777854919434,0.03202390670776367,0.03046107292175293,0.010596990585327148
0.0024399757385253906,0.008344173431396484,0.007827043533325195,0.06448507308959961,0.03334975242614746,0.03035116195678711,0.010558128356933594
0.002412080764770508,0.008430004119873047,0.008066892623901367,0.06691193580627441,0.03380990028381348,0.03046703338623047,0.010575056076049805
0.00226593017578125,0.008832931518554688,0.008217811584472656,0.06388401985168457,0.03311896324157715,0.030370235443115234,0.010596752166748047
0.002376079559326172,0.008152961730957031,0.008513212203979492,0.0686647891998291,0.03323006629943848,0.03037118911743164,0.010516166687011719
0.002216339111328125,0.008222103118896484,0.008091926574707031,0.06588602066040039,0.033392906188964844,0.03046131134033203,0.01059722900390625
0.002321958541870117,0.008262872695922852,0.008033037185668945,0.06352496147155762,0.03315401077270508,0.030375957489013672,0.010593891143798828
0.002432107925415039,0.007920026779174805,0.008056879043579102,0.06569910049438477,0.03341531753540039,0.030374765396118164,0.01060795783996582
0.002260923385620117,0.00842905044555664,0.0080108642578125,0.06430292129516602,0.03281402587890625,0.03035712242126465,0.010530948638916016
0.0022101402282714844,0.008418083190917969,0.008514165878295898,0.06743574142456055,0.03297996520996094,0.030375957489013672,0.010587930679321289
0.002382040023803711,0.009238958358764648,0.008107185363769531,0.06375598907470703,0.03250527381896973,0.030415773391723633,0.01055288314819336
0.002409219741821289,0.008664131164550781,0.007963180541992188,0.06604385375976562,0.03449106216430664,0.03047490119934082,0.01056814193725586
0.002319812774658203,0.007858991622924805,0.008355855941772461,0.0641789436340332,0.032219886779785156,0.030487775802612305,0.010512113571166992
0.0024900436401367188,0.008087873458862305,0.008363008499145508,0.06311988830566406,0.03306293487548828,0.030386924743652344,0.010544776916503906
0.0024051666259765625,0.008587121963500977,0.007933855056762695,0.06445574760437012,0.0327908992767334,0.030888080596923828,0.010526180267333984
0.0022211074829101562,0.007669925689697266,0.008408784866333008,0.06200599670410156,0.03374314308166504,0.03039073944091797,0.01050877571105957
0.0024051666259765625,0.008431196212768555,0.008047103881835938,0.06533503532409668,0.03252387046813965,0.030361175537109375,0.010560035705566406
0.0022437572479248047,0.008854866027832031,0.007714986801147461,0.06437802314758301,0.03329825401306152,0.030593156814575195,0.010572195053100586
0.0022470951080322266,0.0077550411224365234,0.008445978164672852,0.0648651123046875,0.03386330604553223,0.030369043350219727,0.010584831237792969
0.002434968948364258,0.007843017578125,0.008901834487915039,0.06538510322570801,0.0323030948638916,0.030328750610351562,0.01053309440612793
0.0023810863494873047,0.009398937225341797,0.009352922439575195,0.06405282020568848,0.032369375228881836,0.030735015869140625,0.01055002212524414
0.0023679733276367188,0.008110284805297852,0.00877690315246582,0.0664520263671875,0.03260183334350586,0.03053593635559082,0.010571002960205078
0.002457857131958008,0.008448123931884766,0.007956266403198242,0.06334781646728516,0.032917022705078125,0.03047490119934082,0.010561943054199219
0.0022172927856445312,0.00874018669128418,0.00847625732421875,0.06543111801147461,0.03261995315551758,0.030421018600463867,0.010536909103393555
0.0024521350860595703,0.008502960205078125,0.008441925048828125,0.06436991691589355,0.03359222412109375,0.0304257869720459,0.010589838027954102
0.0023512840270996094,0.008056879043579102,0.008598089218139648,0.062226057052612305,0.0335390567779541,0.030340194702148438,0.010581731796264648
0.002293109893798828,0.008183002471923828,0.0077059268951416016,0.06470108032226562,0.03303122520446777,0.030238866806030273,0.010536909103393555
0.002335071563720703,0.008269071578979492,0.00816798210144043,0.06396293640136719,0.03316092491149902,0.03035902976989746,0.010517120361328125
0.0022230148315429688,0.007719993591308594,0.0083770751953125,0.06247305870056152,0.032813072204589844,0.03043198585510254,0.010529041290283203
0.002410888671875,0.008027076721191406,0.00817108154296875,0.0664358139038086,0.03337502479553223,0.030349254608154297,0.010530948638916016
0.0022649765014648438,0.008520126342773438,0.009179830551147461,0.0637660026550293,0.032466888427734375,0.03046560287475586,0.01054692268371582
0.002355813980102539,0.009118080139160156,0.008989810943603516,0.06307387351989746,0.033335208892822266,0.030574798583984375,0.010605812072753906
0.0023081302642822266,0.008034229278564453,0.008332014083862305,0.06537199020385742,0.03267788887023926,0.030417919158935547,0.010548114776611328
0.0023488998413085938,0.007857799530029297,0.008138895034790039,0.06502914428710938,0.032745361328125,0.03026413917541504,0.010553121566772461
0.002209901809692383,0.009057044982910156,0.008973121643066406,0.06399226188659668,0.03247380256652832,0.030409812927246094,0.010571956634521484
0.0023071765899658203,0.008072137832641602,0.008689165115356445,0.06360292434692383,0.03355717658996582,0.030360698699951172,0.010511636734008789
0.0023870468139648438,0.00934290885925293,0.007745981216430664,0.0641469955444336,0.033348798751831055,0.030330896377563477,0.010622024536132812
0.0023658275604248047,0.008280038833618164,0.008362054824829102,0.0647890567779541,0.0330502986907959,0.030373096466064453,0.010605812072753906
0.0024061203002929688,0.007986783981323242,0.008138656616210938,0.06513524055480957,0.03368711471557617,0.0304567813873291,0.010529041290283203
0.0023818016052246094,0.00888514518737793,0.008111238479614258,0.06421470642089844,0.034001827239990234,0.030755996704101562,0.010556936264038086
0.0023348331451416016,0.008116960525512695,0.008810281753540039,0.06414175033569336,0.032695770263671875,0.030411958694458008,0.01056814193725586
0.002412080764770508,0.007879018783569336,0.008540868759155273,0.06374597549438477,0.032160043716430664,0.030538082122802734,0.010528802871704102
