time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-12-06 15:33:19.3210,-0.12398400948602349,-0.8226985663277068,0.1884493598983626,0.20547287640158826,-0.8031424449888181,1.4480819784120846,-0.7030236177569896,-2.7452194615160517,-3.3838228992937087
2022-12-06 15:33:19.3310,-0.12047084061944777,-0.8195280729369899,0.19272330232119955,0.5758149315355803,-0.9359614843096806,1.3319564772722243,-0.8039273891047587,-2.7149080147517712,-3.1586436515476586
2022-12-06 15:33:19.3410,-0.11696179056576529,-0.817005237788951,0.1967478504992966,0.9387781668079556,-1.058536751681979,1.2149653714775763,-0.9032840489112247,-2.683418532227397,-2.9324163100023433
2022-12-06 15:33:19.3510,-0.1134603356817773,-0.8157771064088194,0.20024086026615362,1.2872826807677904,-1.1611197620313574,1.095810369263874,-0.9987250701154694,-2.64811095275964,-2.702423782688799
2022-12-06 15:33:19.3610,-0.10998881818824387,-0.8163407744758157,0.20290994996038175,1.6151365016360997,-1.2362017915413477,0.9739722230087575,-1.0878755604457813,-2.606229309780065,-2.466267263239484
2022-12-06 15:33:19.3710,-0.10658320868812966,-0.8190139996774599,0.20446985526688632,1.917224918133179,-1.2790609935893782,0.8498953105373648,-1.1684166766830015,-2.5550742283996204,-2.22216387984436
2022-12-06 15:33:19.3810,-0.10328602266004175,-0.823946283299075,0.20467399102707756,2.189570485075611,-1.287741601411909,0.7249015535809362,-1.2381626749549322,-2.4922234796986538,-1.9691410484114584
2022-12-06 15:33:19.3910,-0.10013924526296776,-0.8311519114141691,0.20335459230461225,2.4292960319693013,-1.2626228971920872,0.6008665509379911,-1.2951607310064948,-2.4157709557473908,-1.7071264680964584
2022-12-06 15:33:19.4010,-0.09718130570990684,-0.8405449805494561,0.2004607549127091,2.6345388592572285,-1.2058201724927915,0.4797518337518251,-1.3378102297325547,-2.324536117065666,-1.4369442062872286
2022-12-06 15:33:19.4110,-0.09445117890409467,-0.8519651643414988,0.19608142219853902,2.804378651708147,-1.1206233222241049,0.36313365964207517,-1.3649868653898545,-2.218204266225222,-1.1602368115505386
2022-12-06 15:33:19.4210,-0.09199545463362584,-0.8651947318110157,0.19044369457767688,2.938805032677595,-1.0110636416379573,0.251873426404818,-1.3761510702455277,-2.0973845773720834,-0.8793396549608403
2022-12-06 15:33:19.4310,-0.08986651320499278,-0.8799747525040519,0.18388557846773762,3.0386630499971097,-0.8815835262195236,0.14601811462205935,-1.3714209898149248,-1.9635948256068534,-0.597131268851263
2022-12-06 15:33:19.4410,-0.0881020750097204,-0.8960283759190552,0.17681190915792191,3.105461330891551,-0.7367296207918714,0.04492107565924026,-1.351596653868137,-1.8191866106369001,-0.31687185472037893
2022-12-06 15:33:19.4510,-0.08669084576311711,-0.9130936564638138,0.16964675363258627,3.1409952555697895,-0.580809393889979,-0.05251039990890321,-1.318132509082738,-1.6672199071013523,-0.0420313623384055
2022-12-06 15:33:19.4610,-0.08554454519081832,-0.9309620409149958,0.16279246199697184,3.146900213177037,-0.41750793893739097,-0.1475542816889456,-1.2730666066532863,-1.5112948162347717,0.22389012748790824
2022-12-06 15:33:19.4710,-0.08449769702001515,-0.9495136988635978,0.15659735893828558,3.12436267264288,-0.24951538454672903,-0.24146322042938567,-1.2189209715617648,-1.3553536647070676,0.4775344384597267
2022-12-06 15:33:19.4810,-0.08333933905485444,-0.968738165654267,0.1513272502031593,3.0741518131874863,-0.07825258378018211,-0.335289737036125,-1.1585847553077802,-1.2034670989092355,0.7158250288681778
2022-12-06 15:33:19.4910,-0.08185922637188157,-0.9887302588388279,0.1471362245045793,2.9969239646586114,0.09620712838428594,-0.42969178275496184,-1.095181836569091,-1.05960808116117,0.9360560955087748
2022-12-06 15:33:19.5010,-0.07988393927775138,-1.0096570966747893,0.1440399384665353,2.8935758204137536,0.27495624190465306,-0.5246993852718926,-1.031916583188583,-0.9274094062634887,1.1359308403827157
2022-12-06 15:33:19.5110,-0.07728943352793849,-1.03169924209321,0.1419034736210896,2.7654267121249996,0.45981199724324745,-0.6195144245924759,-0.9718945641870091,-0.8099064283573703,1.313564073691699
2022-12-06 15:33:19.5210,-0.07399295484936531,-1.0549760092500917,0.1404576318813034,2.6141581603536466,0.6526838515329177,-0.7124867331140405,-0.9179290076401208,-0.7092836940296406,1.4674703790398167
2022-12-06 15:33:19.5310,-0.06993635534587482,-1.079471036140507,0.13934893514257665,2.4415859753206104,0.8548751381250337,-0.8013854210011432,-0.8723572801853637,-0.6266583479349884,1.596558226595817
2022-12-06 15:33:19.5410,-0.06507378468739818,-1.1049745021151125,0.13821527709752693,2.2494122961802057,1.06645600891652,-0.8839586736242109,-0.8368929845294115,-0.5619361786218484,1.7001432498646547
2022-12-06 15:33:19.5510,-0.059373292409386276,-1.131049445159172,0.13677008970491805,2.039111533082438,1.2857785217952413,-0.9586377315821739,-0.8125287765518469,-0.5137701729901811,1.7779798615378932
2022-12-06 15:33:19.5610,-0.052834759730060236,-1.157018409248735,0.13487628073281005,1.8120418631044704,1.5091237350576716,-1.0251926156609086,-0.79949123589189,-0.4796423693569131,1.830296671587622
2022-12-06 15:33:19.5710,-0.045517238205093714,-1.181964313843452,0.13259508074935053,1.5697531225564518,1.7304589895209201,-1.0851875307907872,-0.7972393820620528,-0.45607965081972907,1.8578184701375018
2022-12-06 15:33:19.5810,-0.037562884446039536,-1.20474739708056,0.130202845887563,1.314362589000463,1.9413335604351034,-1.1421498168285578,-0.8044972308588858,-0.43899999176012494,1.8617664522308568
2022-12-06 15:33:19.5910,-0.029205977210847774,-1.2240496651054256,0.12817812019666447,1.0488562038777065,2.1310036602987967,-1.2014389744303875,-0.8193180234488419,-0.42416474018803946,1.8438394166165497
2022-12-06 15:33:19.6010,-0.0207621958761138,-1.2384620397408101,0.12716528969393304,0.7772239710934388,2.286922891843869,-1.269867662328492,-0.8391855808139926,-0.4076888108401878,1.806184459821058
2022-12-06 15:33:19.6110,-0.012602738935982957,-1.2466250954935336,0.12791755017350998,0.5044145338223809,2.395733853186688,-1.3551322592905708,-0.8611575553655175,-0.3865456367945242,1.751364172463554
2022-12-06 15:33:19.6210,-0.0051278059763885326,-1.2474215293951574,0.13121877301785428,0.23618452355805847,2.4448237020949812,-1.4650649044176376,-0.8820469405456652,-0.3590048410968682,1.6823180541075349
2022-12-06 15:33:19.6320,0.0012405224512354615,-1.240199390698278,0.13778853755831344,-0.020998014287309134,2.4243549022978224,-1.6067158543518518,-0.8986319319909148,-0.32495046265457406,1.6023025595796598
2022-12-06 15:33:19.6420,0.006030285124770172,-1.2249863280166728,0.14818014327237913,-0.2598168585286752,2.3294883053622772,-1.785340698447341,-0.9078846013242344,-0.28603328657827143,1.5147858111410104
2022-12-06 15:33:19.6510,0.008654149501393043,-1.202645793841663,0.16267653654177003,-0.4716395536456724,2.162357595579196,-2.0033920745764733,-0.9072072534803625,-0.24561392412228203,1.4232757611424949
2022-12-06 15:33:19.6620,0.008320261071621048,-1.174932804036318,0.18117944407573777,-0.6457706686600299,1.9333177406735729,-2.2595342897759383,-0.8946538762628189,-0.20846852789537756,1.3310741237779755
2022-12-06 15:33:19.6710,0.003947000166306971,-1.1444281061469161,0.20309077077177903,-0.7686344548126414,1.6611175584959172,-2.5476358213366823,-0.869100375701965,-0.18026104281391137,1.2409689316659909
2022-12-06 15:33:19.6810,-0.005882220461916622,-1.1143547608454083,0.22720662055580992,-0.8232123135534088,1.3718876750044642,-2.855801882140079,-0.8303259512337434,-0.16682202831314594,1.1548994708571931
2022-12-06 15:33:19.6910,-0.02288616417966897,-1.0882982751228638,0.2516658878027652,-0.7891186202722109,1.0970635222595417,-3.1657387376063273,-0.7789824616448128,-0.1733036050862761,1.0736414095665257
2022-12-06 15:33:19.7010,-0.048943404391623944,-1.0698580561925541,0.2739991195962054,-0.6436836304573871,0.8704861474758082,-3.452894316828168,-0.7164497865451807,-0.2033032624759636,0.9965661506233312
2022-12-06 15:33:19.7110,-0.08582565299257197,-1.0622593628861563,0.29130683255609713,-0.3643054818476425,0.7249577794885148,-3.6877682963263134,-0.6445935694560706,-0.2580671366423846,0.9215299108759881
2022-12-06 15:33:19.7210,-0.13481916339122577,-1.0679542252374044,0.3005690996527432,0.0678878510670349,0.6885305338654237,-3.838561567842574,-0.5654545053432818,-0.335893966211608,0.8449426962861817
