time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-12-06 15:33:20.299,0.13426299540349435,-0.6562876518963868,-0.6382854376813772,-2.1947628251481555,2.688573839956469,-2.91863735197171,3.5512698171122112,0.6891045767223216,0.4655394248892798
2022-12-06 15:33:20.309,0.1472185660054597,-0.6972144698051443,-0.6478433930767176,-2.2919273669515174,2.7794518961646393,-2.675401660351379,3.5648361912415294,0.7209460518520941,0.4682371172078113
2022-12-06 15:33:20.319,0.16001967829361155,-0.7375946900030235,-0.6570710045640834,-2.3869108942934263,2.867058032533891,-2.4337281450251704,3.5776403659560008,0.7417775931919722,0.46891845167869817
2022-12-06 15:33:20.329,0.17274879871670965,-0.7777470943238394,-0.6655937164375236,-2.4804422665994577,2.954795233992583,-2.194199952203132,3.589310990589537,0.7458264338276167,0.4654181357416345
2022-12-06 15:33:20.340,0.18555695803452824,-0.8180638104776929,-0.6729640285658491,-2.574203601256794,3.0466186641531237,-1.9582754315464137,3.5994344525956645,0.729191773585092,0.4561071446760788
2022-12-06 15:33:20.349,0.19864805477776723,-0.8589839939189314,-0.6786817417486884,-2.670676531115126,3.146887386873286,-1.7283860856531892,3.6075747912815306,0.6903866464769127,0.4400288376647235
2022-12-06 15:33:20.359,0.21226037006993026,-0.900972060373868,-0.6822352470811426,-2.7728618386241464,3.2602301042208173,-1.5077707839852776,3.61330894595859,0.6305790430309536,0.41691598026176974
2022-12-06 15:33:20.369,0.22664956066640862,-0.9444993180146969,-0.6831591579268949,-2.883963971905428,3.3914245055021452,-1.30006179953358,3.616287558573271,0.5535581282046291,0.3871077492179036
2022-12-06 15:33:20.379,0.24207096848379733,-0.9900259992919702,-0.6811014027212517,-3.0070875574475826,3.5452755133353504,-1.1086805659530157,3.616324352395876,0.46548762889579565,0.35139793189853025
2022-12-06 15:33:20.389,0.25875387829617436,-1.0379781457850668,-0.6758908260168988,-3.1449174944754597,3.726455830863555,-0.9361229981268336,3.613505424623607,0.374498347647039,0.31084250266955205
2022-12-06 15:33:20.399,0.2768612015546438,-1.088713150845012,-0.6675937428226283,-3.29931610285729,3.9392517250227064,-0.7832430222577974,3.6082981358778894,0.2901397190939251,0.2665465943930558
2022-12-06 15:33:20.409,0.29643495718287094,-1.1424708618639399,-0.6565487709766997,-3.4708021833345177,4.187165387630807,-0.6486619135746415,3.60163430360112,0.22268720745090387,0.21944653618373983
2022-12-06 15:33:20.419,0.31733750851572934,-1.1993126970363974,-0.6433739446995365,-3.6579589427444335,4.47236750465266,-0.5284046356197519,3.594946119721455,0.18230770378191832,0.17010613600947116
2022-12-06 15:33:20.430,0.339206161018487,-1.2590570616466752,-0.6289430045548037,-3.8569087460860083,4.795052451819139,-0.415817883039379,3.5901393518191544,0.17811961457393555,0.1185538485786395
2022-12-06 15:33:20.440,0.36143939458450364,-1.3212229931050656,-0.6143268778096842,-4.061042881444501,5.152801931447128,-0.30181253035004196,3.589491387171487,0.2172314635595838,0.06419036013388982
